z_l1,z_l2,z_fiber,coupling,fiber_position_method,lens1,lens2,f1_mm,f2_mm,total_len_mm,orientation
34.875,67.5,127.39012540001652,0.07878922389305963,optimized,84-283,48-670,60.0,60.0,127.39012540001652,ScffcF
34.875,77.5,137.3731533346533,0.07801294485998836,optimized,LA4022,LA4022,60.0,60.0,137.3731533346533,ScffcF
34.875,97.5,157.33332635282716,0.0779494488797898,optimized,48-670,84-283,60.0,60.0,157.33332635282716,ScffcF
34.875,113.06875,189.50313370989682,0.07790612220695539,optimized,84-283,LA4725,60.0,75.3,189.50313370989682,ScffcF
31.025000000000002,132.0,221.17595897220738,0.07767678965799207,optimized,LA4148,84-284,50.2,90.0,221.17595897220738,ScffcF
29.012500000000003,152.0,226.3788286224266,0.07713130875906148,optimized,LA4148,48-275,50.2,75.0,226.3788286224266,ScffcF
37.5,112.5,201.7641579763493,0.07697519563486872,optimized,84-283,84-284,60.0,90.0,201.7641579763493,ScffcF
31.0,117.0,206.56696572175,0.07658786205163172,optimized,84-282,84-284,50.0,90.0,206.56696572175,ScffcF
34.875,97.5,157.32762096066762,0.07458214990052744,optimized,LA4022,84-283,60.0,60.0,157.32762096066762,ScffcF
34.875,125.35,200.95084247758007,0.07439174315921854,optimized,48-670,LA4725,60.0,75.3,200.95084247758007,ScffcF
34.875,125.35,200.9426373209292,0.0739103407941469,optimized,LA4022,LA4725,60.0,75.3,200.9426373209292,ScffcF
34.875,97.5,157.3565736071398,0.07372268967546769,optimized,84-283,84-283,60.0,60.0,157.3565736071398,ScffcF
37.5,112.5,201.70874642573764,0.0727024673703709,optimized,LA4022,84-284,60.0,90.0,201.70874642573764,ScffcF
29.0,222.0,311.5819165946465,0.0699106246178203,optimized,48-274,84-284,50.0,90.0,311.5819165946465,ScffcF
