lens1,lens2,coupling,z_l1,z_l2,z_fiber,total_length,spot_radius,output_angle,f1_eff,f2_eff,size_match,angle_match,method
LA4021,LA4765,0.06420092316388068,27.0,63.75,166.85000000000002,166.85000000000002,3.095550780867752,11.511360336569528,25.097426838111748,41.82904473018624,0.18978364645367585,0.9518647172940848,paraxial
84-278,LA4236,0.0641539597931888,67.0,130.6,384.8,384.8,2.709875031379184,7.202280619626354,25.00649413217656,104.57261182546561,0.23975589076062387,0.7529166896391334,paraxial
49-959,89-413,0.06413060621981015,27.0,59.25,85.75,85.75,3.087218797185815,11.373914441835266,25.00649413217656,16.677058268513385,0.19071778973181855,0.9461650097503681,paraxial
84-279,LA4004,0.06400524001815937,47.0,89.375,335.0625,335.0625,0.5002076822057122,29.937948359748017,37.51883446885836,124.9415379549476,0.9999999137720239,0.1800977598841888,paraxial
48-274,LA4003,0.06398316445865102,27.0,95.34,168.44,168.44,1.030987136506936,26.268671000464582,41.68355240068995,29.098465899259995,0.7696305176918646,0.23392475230100312,paraxial
70-882,84-280,0.06383959851180632,27.0,29.8,130.3,130.3,3.012273681348713,10.31248379603307,3.3463235784149,50.03117480554016,0.19938355982302058,0.9009351772092105,paraxial
LA4236,LA4874,0.06382692781455895,37.0,150.125,454.325,454.325,1.5986694175259357,21.386834266841998,104.57261182546561,125.48713419055875,0.5089056951899606,0.352906268746703,paraxial
LA4011,LA4647,0.06381313917835639,57.0,452.56249999999994,497.06249999999994,497.06249999999994,0.4837975205906764,29.974844956931687,375.18834468858364,16.731617892074496,0.9994575718344848,0.17965466136036493,paraxial
36-687,45-694,0.0638019353019726,27.0,63.0,102.0,102.0,3.1351675997432324,11.910212908428313,30.02597949979891,15.003896479305935,0.18541929609312857,0.9682146894218093,paraxial
LA4012,LA4600,0.06371286395026447,57.0,496.4,623.9749999999999,623.9749999999999,1.4021370370855728,23.002462511508238,416.8355240068994,83.65808946037248,0.5876464985442262,0.3050729612660616,paraxial
LA4130,LA4716,0.06370811464330373,67.0,135.0625,1078.0125,1078.0125,2.118092438839156,17.821625491132952,33.46323578414899,627.617536364664,0.35271972007385627,0.508227024748995,paraxial
36-686,70-885,0.06369169152770174,27.0,86.5,99.05,99.05,2.515024974664888,15.62979234858601,22.514937989552422,7.511041510246487,0.271224902410741,0.6607633775480949,paraxial
45-693,84-882,0.06346352083443223,47.0,77.0,100.0,100.0,0.3836891502989801,29.54310074442776,11.257468994776211,7.881593215364748,0.9655542401198759,0.18494399298188202,paraxial
48-027,LA4004,0.06344823578217935,57.0,103.65,349.3375,349.3375,1.017190253310067,26.506877784203155,41.68355240068995,124.9415379549476,0.7771002779594931,0.2297392661406274,paraxial
70-890,LA4019,0.06344169810907835,27.0,154.375,3281.175,3281.175,1.888211903128449,19.33924214219074,104.2270675429119,2084.5413508582383,0.4136128886755317,0.4315920919765807,paraxial
LA4022,LA4936,0.06332208980345615,27.0,129.6,193.2,193.2,0.6359245336300321,29.66700784917799,50.01298826435312,25.097426838111748,0.9715006478467821,0.18340234647321726,paraxial
48-279,LA4041,0.06329193943903039,27.0,314.385,2018.185,2018.185,0.8436174592459305,28.11559264158924,145.91061994360186,708.7295100588512,0.8721340662002672,0.20420101486237632,paraxial
LA4041,LA4043,0.06326214462282674,27.0,1730.8,1889.25,1889.25,1.6509947548833148,21.078281935753058,708.7295100588512,104.20888100172485,0.4899533045960231,0.36331385702192,paraxial
LA4023,LA4579,0.06325408492545112,57.0,365.75,857.6375,857.6375,1.784154813150445,20.095080023777747,291.89398605195186,250.9742683811175,0.44525460470089867,0.39973566724074255,paraxial
LA4041,LA4158,0.06311868860288901,67.0,1770.8,2087.125,2087.125,0.6343668651976104,29.72348935841116,708.7295100588512,209.14522365093123,0.9720708335052297,0.1827059949040664,paraxial
LA4041,LA4579,0.06311208519651723,67.0,1770.8,2149.7749999999996,2149.7749999999996,0.8192420474390458,28.366267223387887,708.7295100588512,250.9742683811175,0.8852323392428129,0.20060788590313103,paraxial
84-280,LA4936,0.06297513981561428,27.0,60.0,123.6,123.6,0.6586302561364987,29.614284234013727,50.03117480554016,25.097426838111748,0.962746577249509,0.18405596634784283,paraxial
84-281,LA4236,0.06293763802651833,27.0,67.5,321.70000000000005,321.70000000000005,0.5600141451363774,30.093972767033385,62.54351514222195,104.57261182546561,0.9935960350218712,0.1782351408063625,paraxial
48-670,LA4003,0.06281577459174181,27.0,106.5,179.6,179.6,1.9255497470285685,19.182309383126796,50.03117480554016,29.098465899259995,0.4029126141082082,0.4386827914187155,paraxial
67-223,70-882,0.06275181520884904,57.0,107.0,109.8,109.8,0.8060992245704712,28.559524257593818,62.54351514222195,3.3463235784149,0.8922130941958734,0.19790211855411097,paraxial
48-277,LA4102,0.06269741612706684,37.0,196.67000000000002,525.7075,525.7075,0.5805764498813921,30.08023055172374,104.20888100172485,167.31617892074496,0.9888998853399548,0.1783980321891798,paraxial
84-277,LA4966,0.06269628109886584,27.0,43.75,94.4625,94.4625,1.7093606122109704,20.732120873206313,20.841776200344974,25.097426838111748,0.46975304888769637,0.37554753557357684,paraxial
67-227,70-888,0.06268328668556189,67.0,574.0,590.4,590.4,1.938099126811501,2.4778207703528006,208.4541350858238,10.002597652870623,0.39939042925218904,0.4416180841605204,paraxial
48-281,LA4029,0.06267046615424426,57.0,278.46000000000004,1343.16,1343.16,0.28767598791901383,28.02997974623172,208.43594854463677,708.7295100588512,0.8583192546456713,0.20545031568729932,paraxial
48-280,84-279,0.0626642362960234,27.0,279.88,372.88,372.88,3.1199338025004533,11.285860051148262,166.7342096027598,37.51883446885836,0.18708254062933743,0.942495390957909,paraxial
89-412,LA4005,0.06264847814507384,27.0,36.2,257.05,257.05,0.11142115333299496,17.225159624937003,12.512340336681799,145.85606032004074,0.324024163518895,0.5440337847694717,paraxial
36-685,LA4600,0.06263310601330323,67.0,237.5,440.29999999999995,440.29999999999995,0.9512412276886542,27.290777210186,70.0363701112814,83.65808946037248,0.8131602101816973,0.21673076937720193,paraxial
48-277,LA4009,0.06256832817010835,37.0,102.92,542.3199999999999,542.3199999999999,1.2996358386261184,24.103644830300215,104.20888100172485,291.89398605195186,0.6336659217532526,0.27783499197768513,paraxial
49-962,LA4009,0.06254258210989562,67.0,171.0,610.4,610.4,0.228246634338654,25.970219186871546,41.68355240068995,291.89398605195186,0.7353047977640021,0.23933220976963612,paraxial
89-414,LA4647,0.0625406161506228,67.0,118.5,163.0,163.0,2.925769810822878,8.921252924044886,20.841776200344974,16.731617892074496,0.2100052092766399,0.8379629767240753,paraxial
LA4035,LA4924,0.06247046996738242,67.0,772.0,1126.2,1126.2,2.432283592668185,16.209524349754663,291.89398605195186,146.40165655565187,0.28612491564851195,0.6143443075672114,paraxial
48-279,LA4102,0.062454183795764874,37.0,258.76,587.7974999999999,587.7974999999999,1.041293160626318,26.492101980291363,145.91061994360186,167.31617892074496,0.7640727927742955,0.22999560888031473,paraxial
48-275,48-278,0.062428686553593064,27.0,97.055,400.235,400.235,1.4415681640975628,22.90352662012262,62.54351514222195,125.10521682563096,0.5708595592375427,0.3077142885673637,paraxial
LA4647,LA4663,0.06236181185152049,27.0,41.35,1297.9250000000002,1297.9250000000002,0.7585772353417717,29.040594214286532,16.731617892074496,836.7627600155953,0.9167904562988667,0.1913997578283467,paraxial
84-278,LA4009,0.06230961171440068,37.0,55.6,495.0,495.0,0.5174167938875767,30.33367312363656,25.00649413217656,291.89398605195186,0.999413961449465,0.17542939912301703,paraxial
48-668,LA4029,0.062262732948558434,27.0,40.0,1104.7,1104.7,0.7957540165818817,28.758848638591537,15.003896479305935,708.7295100588512,0.8976592943231713,0.19516835008040845,paraxial
48-282,LA4236,0.062226942725003224,37.0,539.44,746.6150000000001,746.6150000000001,0.6358642560031387,29.927268700726845,333.52297882908067,104.57261182546561,0.9715227888727455,0.18022631995216334,paraxial
19-512,45-693,0.06205100744757298,27.0,38.5,68.5,68.5,2.7308588957596243,6.916238189731307,5.995075694576074,11.257468994776211,0.23664356778765744,0.7378139726620808,paraxial
21-195,45-693,0.06205100744757298,27.0,38.5,68.5,68.5,2.7308588957596243,6.916238189731307,5.995075694576074,11.257468994776211,0.23664356778765744,0.7378139726620808,paraxial
LA4009,LA4042,0.06198734472883178,47.0,355.15,432.65,432.65,0.9505114999303461,27.439328372752573,291.89398605195186,50.01298826435312,0.8135614274747885,0.21439044552132375,paraxial
LA4029,LA4030,0.06197838415746038,47.0,792.95,2670.05,2670.05,1.7011460858522265,20.9135539891033,708.7295100588512,1250.688437432569,0.47253751751316714,0.36905976182663713,paraxial
84-284,LA4924,0.06193546963643963,37.0,87.0,441.2,441.2,1.7145953932415339,20.819854092109626,75.03766893771672,146.40165655565187,0.4679884776447604,0.3723891489796497,paraxial
36-686,LA4036,0.06179456863112031,27.0,76.375,83.125,83.125,3.0908684789753718,10.605927462572598,22.514937989552422,5.092231532370499,0.190307899955144,0.9136634062744003,paraxial
36-690,LA4025,0.061777735413619264,47.0,89.5,741.9,741.9,0.8199316396013581,28.66501482298029,33.35411653702677,333.5411653702677,0.884864328740217,0.1964481934836542,paraxial
LA4015,LA4039,0.061727350539563956,67.0,1131.4,1144.15,1144.15,0.9527670715017393,0.580846263746206,703.2735477027401,7.456481886685373,0.8123213629075023,0.21381713443593028,paraxial
36-682,LA4874,0.06156790974460542,27.0,40.0,344.2,344.2,0.9346512440328845,27.679884908500213,16.677058268513385,125.48713419055875,0.8222868244197571,0.210680247940973,paraxial
LA4008,LA4019,0.06150343956302339,37.0,526.5,2715.8,2715.8,0.8362843230739048,28.586115455081433,250.06494132176562,2084.5413508582383,0.8760926832079761,0.19753410725699802,paraxial
LA4013,LA4337,0.06142329656841977,67.0,593.9,2604.6,2604.6,1.1768985226070774,25.44496869493768,500.3117480554016,836.7627600155953,0.6932299621750578,0.2493150749021609,paraxial
LA4028,LA4032,0.061370850275361266,27.0,1229.3,3418.8999999999996,3418.8999999999996,0.6461302010077898,30.07539971902385,500.3117480554016,2084.5413508582383,0.9676656362660375,0.17845534682302283,paraxial
22-840,LA4966,0.06130219042427252,27.0,42.0,70.13749999999999,70.13749999999999,3.1711345182686776,13.034905840785868,5.119114862415079,25.097426838111748,0.18156500739381246,0.950028391098532,paraxial
23-811,LA4966,0.06130219042427252,27.0,42.0,70.13749999999999,70.13749999999999,3.1711345182686776,13.034905840785868,5.119114862415079,25.097426838111748,0.18156500739381246,0.950028391098532,paraxial
72-492,LA4966,0.06130219042427252,27.0,42.0,70.13749999999999,70.13749999999999,3.1711345182686776,13.034905840785868,5.119114862415079,25.097426838111748,0.18156500739381246,0.950028391098532,paraxial
72-512,LA4966,0.06130219042427252,27.0,42.0,70.13749999999999,70.13749999999999,3.1711345182686776,13.034905840785868,5.119114862415079,25.097426838111748,0.18156500739381246,0.950028391098532,paraxial
48-273,LA4010,0.0612557986145425,57.0,140.25,642.15,642.15,2.6509945180673866,15.263367724835243,31.680954747819328,333.5411653702677,0.24876444206634007,0.6928698221224155,paraxial
48-024,LA4280,0.06124912441870118,27.0,80.92,103.52,103.52,2.8134742995343536,14.512529740773278,20.841776200344974,8.365808946037248,0.2248673968406766,0.7664187753086907,paraxial
84-283,LA4005,0.06122426718800371,67.0,193.0,479.475,479.475,1.8365556073593623,20.048651730929507,50.03117480554016,145.85606032004074,0.4289772898862578,0.4015892117298367,paraxial
48-028,LA4924,0.061181360649623734,27.0,116.94,405.28999999999996,405.28999999999996,0.567729732660412,30.497766725069148,83.38529134256693,146.40165655565187,0.9919632204913903,0.1735466777957037,paraxial
48-668,70-882,0.061101056273476,27.0,67.0,69.8,69.8,3.0772117306330724,10.203462937352453,15.003896479305935,3.3463235784149,0.19184733056437023,0.8961602994598797,paraxial
36-684,48-025,0.06093263827044992,27.0,65.5,129.05,129.05,0.5737345121267441,30.538686626924996,60.03377245841078,25.00649413217656,0.9905834226377899,0.17308190631937012,paraxial
49-962,LA4011,0.06091279806695244,67.0,133.5,697.7750000000001,697.7750000000001,1.3517870386285589,23.9649668164042,41.68355240068995,375.18834468858364,0.609821280648178,0.2810597896382611,paraxial
19-518,48-665,0.06084821998013267,27.0,73.0,114.0,114.0,1.4883773445765094,1.2241434179654458,13.483318641313135,20.005195305741246,0.5515851500538366,0.31040453358888614,paraxial
21-199,48-665,0.06084821998013267,27.0,73.0,114.0,114.0,1.4883773445765094,1.2241434179654458,13.483318641313135,20.005195305741246,0.5515851500538366,0.31040453358888614,paraxial
48-028,LA4936,0.060645800278886185,27.0,116.94,180.54000000000002,180.54000000000002,1.780019022492275,20.55294897945427,83.38529134256693,25.097426838111748,0.4465698328657011,0.38212380406247587,paraxial
48-276,84-278,0.0606431856951108,27.0,193.29,256.89,256.89,1.255585496640984,24.882406165541898,83.38529134256693,25.00649413217656,0.6544961852601517,0.26071596786878615,paraxial
22-841,45-692,0.060640308546224396,27.0,46.3125,70.8125,70.8125,2.82149181224787,7.387627915055079,8.636085455572834,15.003896479305935,0.22376375107740082,0.7625431280643913,paraxial
23-812,45-692,0.060640308546224396,27.0,46.3125,70.8125,70.8125,2.82149181224787,7.387627915055079,8.636085455572834,15.003896479305935,0.22376375107740082,0.7625431280643913,paraxial
48-027,LA4130,0.060638963984182954,67.0,169.9,253.0,253.0,2.889185454322361,8.023515635928918,41.68355240068995,33.46323578414899,0.21470900499337495,0.7946836108470496,paraxial
48-275,84-278,0.06063704016721296,27.0,153.305,216.905,216.905,0.4242129241460264,30.551134481642567,62.54351514222195,25.00649413217656,0.986581665263341,0.1729408929303298,paraxial
36-690,LA4030,0.060600444431006144,57.0,84.5,1961.6,1961.6,1.3235925993818634,24.277116818822595,33.35411653702677,1250.688437432569,0.6226018224324545,0.2738786412557466,paraxial
48-668,LA4036,0.06056772117265728,27.0,60.25,67.0,67.0,2.1488247567238012,3.0927025415827316,15.003896479305935,5.092231532370499,0.34542438771638995,0.4933793635584112,paraxial
84-282,LA4600,0.060546063080464375,27.0,59.0,224.1875,224.1875,1.5987299261435495,21.958161098872257,41.68355240068995,83.65808946037248,0.5088833074396059,0.33478072596663344,paraxial
36-687,LA4130,0.06038453657323124,67.0,143.5,226.60000000000002,226.60000000000002,2.2803703508777176,3.668508139127519,30.02597949979891,33.46323578414899,0.3161999757830585,0.5373492515135538,paraxial
48-275,49-963,0.06021160124108647,27.0,153.305,276.805,276.805,0.7857806843246963,29.329244164863468,62.54351514222195,50.03117480554016,0.9028638843765451,0.18765089439305077,paraxial
19-510,LA4765,0.0601890606694174,27.0,33.8,118.07500000000002,118.07500000000002,3.131301721735336,10.551644977685074,4.627394380497294,41.82904473018624,0.18583962421509034,0.911322284166374,paraxial
21-193,LA4765,0.0601890606694174,27.0,33.8,118.07500000000002,118.07500000000002,3.131301721735336,10.551644977685074,4.627394380497294,41.82904473018624,0.18583962421509034,0.911322284166374,paraxial
36-688,LA4011,0.06014415185067113,67.0,158.25,722.5250000000001,722.5250000000001,0.4833204158787292,30.875083041088764,45.029875979104844,375.18834468858364,0.9994246015879256,0.16933085924198593,paraxial
19-512,LA4036,0.060122296136990404,27.0,50.5,57.25,57.25,2.2468322024805545,3.4775646111223857,5.995075694576074,5.092231532370499,0.32335441329226167,0.5231780425483153,paraxial
21-195,LA4036,0.060122296136990404,27.0,50.5,57.25,57.25,2.2468322024805545,3.4775646111223857,5.995075694576074,5.092231532370499,0.32335441329226167,0.5231780425483153,paraxial
72-483,LA4036,0.060122296136990404,27.0,50.5,57.25,57.25,2.2468322024805545,3.4775646111223857,5.995075694576074,5.092231532370499,0.32335441329226167,0.5231780425483153,paraxial
72-503,LA4036,0.060122296136990404,27.0,50.5,57.25,57.25,2.2468322024805545,3.4775646111223857,5.995075694576074,5.092231532370499,0.32335441329226167,0.5231780425483153,paraxial
LA4102,LA4102,0.060090539606098364,37.0,290.775,619.8125,619.8125,1.19780230371704,25.530488190225206,167.31617892074496,167.31617892074496,0.6827547101624856,0.24764761055691062,paraxial
48-280,LA4029,0.06003865740695042,47.0,224.88,1289.58,1289.58,0.8788703131147599,28.547883532818318,166.7342096027598,708.7295100588512,0.8529413450285072,0.19806354514650978,paraxial
48-279,LA4015,0.05999728582442405,27.0,380.01,1125.6599999999999,1125.6599999999999,0.5628295016468787,30.81362387718899,145.91061994360186,703.2735477027401,0.9930189137459042,0.17000700896211215,paraxial
LA4006,LA4016,0.05982842270375676,37.0,289.0,1165.8,1165.8,0.5901099492450645,30.753529357748903,166.77058268513386,833.8529134256694,0.9863654308238701,0.17067206897840867,paraxial
36-688,LA4023,0.05982299912353379,67.0,158.25,729.5,729.5,0.6195458185735014,30.61299942851027,45.029875979104844,291.89398605195186,0.977282924802694,0.17224261646481798,paraxial
36-680,49-963,0.05972405992422139,67.0,141.0,264.5,264.5,3.13790142535417,10.469854442716713,30.02597949979891,50.03117480554016,0.18512276946653647,0.9077833789372464,paraxial
48-667,49-963,0.05972405992422139,67.0,141.0,264.5,264.5,3.13790142535417,10.469854442716713,30.02597949979891,50.03117480554016,0.18512276946653647,0.9077833789372464,paraxial
LA4010,LA4010,0.05964307635366409,67.0,268.9,770.8,770.8,1.8340832561090672,20.330465941279222,333.5411653702677,333.5411653702677,0.429729395360262,0.39053298117083324,paraxial
48-279,LA4663,0.05959890147056591,37.0,193.135,1449.71,1449.71,0.9766956731677614,27.73543408912736,145.91061994360186,836.7627600155953,0.7991872596948173,0.20983718231794732,paraxial
84-286,LA4009,0.05949083762461431,57.0,249.5,688.9,688.9,0.9141324749173119,28.351648063075118,125.06884374325686,291.89398605195186,0.8335795744876083,0.2008148209600809,paraxial
48-670,84-280,0.059439101411668804,27.0,84.0,207.0,207.0,2.1149319087730003,18.47040643919269,50.03117480554016,50.03117480554016,0.3534805334184267,0.47315068865309695,paraxial
LA4008,LA4184,0.05932747124104301,57.0,321.5,951.15,951.15,0.7621838089574835,29.74439746870121,250.06494132176562,418.29044730186246,0.9149693610116644,0.18244922759221,paraxial
48-279,LA4874,0.05923147442859313,37.0,193.135,497.335,497.335,1.805124221445587,20.61176969374439,145.91061994360186,125.48713419055875,0.43865538795549,0.3799459489897662,paraxial
48-025,LA4009,0.059229058750424224,37.0,55.55,494.95,494.95,0.4011225404267251,30.746177559286615,25.00649413217656,291.89398605195186,0.9760171637260264,0.17075369842094468,paraxial
84-283,LA4043,0.05916949460972007,27.0,63.0,268.325,268.325,2.539078173836791,16.09151465489917,50.03117480554016,104.20888100172485,0.2670742836420742,0.6233881329386378,paraxial
67-223,LA4004,0.05915898176278568,47.0,181.375,427.0625,427.0625,0.5360877095358664,31.10227588809855,62.54351514222195,124.9415379549476,0.9975746197998487,0.16686607168604856,paraxial
48-024,LA4966,0.05915797960060984,27.0,43.42,94.1325,94.1325,1.7481872351394956,21.047857646608797,20.841776200344974,25.097426838111748,0.45684564694651314,0.36436494306444417,paraxial
84-285,LA4102,0.05913723384748479,27.0,137.0,541.3,541.3,3.281756532059039,12.126821216540353,100.06234961108032,167.31617892074496,0.1703210623302984,0.9769793678300064,paraxial
LA4002,LA4966,0.05909016006993789,27.0,43.2,93.9125,93.9125,1.7332657234417943,21.172832640231224,20.91452236509312,25.097426838111748,0.4617569682194448,0.3600762288364892,paraxial
LA4023,LA4936,0.059085707382206094,27.0,467.0,530.6,530.6,2.490032144677548,16.35859091059326,291.89398605195186,25.097426838111748,0.2756224477251236,0.6031989780542395,paraxial
LA4158,LA4158,0.05907173287975409,57.0,279.2375,689.65,689.65,1.3238118669091965,24.58726022095589,209.14522365093123,209.14522365093123,0.6225014230823809,0.26701281510689007,paraxial
LA4015,LA4280,0.05900403473272702,67.0,812.65,831.5,831.5,2.977690066671606,8.452637576295503,703.2735477027401,8.365808946037248,0.20354780531935562,0.8156578661716852,paraxial
48-024,89-412,0.05900297085950999,67.0,120.92,141.37,141.37,1.6238777951794194,1.4026078930500396,20.841776200344974,12.512340336681799,0.49967380016721563,0.3322615173579689,paraxial
67-225,70-884,0.05897644592924112,67.0,374.0,380.7,380.7,3.2836838122676184,12.087647466083396,125.06884374325686,5.0012988264353115,0.17013299322635828,0.9754001038522155,paraxial
48-282,LA4018,0.05895739220592443,37.0,689.44,2441.24,2441.24,1.0086283111074645,27.580048753362796,333.52297882908067,1667.523961439468,0.7817514346007309,0.21220827824803204,paraxial
48-281,LA4018,0.058840769739316665,27.0,529.71,2281.51,2281.51,0.9679755322878587,27.996912017479097,208.43594854463677,1667.523961439468,0.8039683878826687,0.20593592548890438,paraxial
48-280,LA4009,0.05880200900917095,57.0,159.88,599.28,599.28,1.2711848009135425,25.124766281055404,166.7342096027598,291.89398605195186,0.647048131546837,0.25571035775273165,paraxial
LA4022,LA4874,0.058751936073415834,27.0,62.1,366.3,366.3,0.5303558633390009,31.220621885788066,50.01298826435312,125.48713419055875,0.9982645386038853,0.1656034124603119,paraxial
LA4017,LA4579,0.058678718786381465,37.0,1351.3,1843.1875,1843.1875,0.10663103346966274,17.212470737210587,1250.688437432569,250.9742683811175,0.30304520365135434,0.5448361946273023,paraxial
67-225,LA4030,0.05862316777850604,37.0,344.0,2221.1,2221.1,1.1360539290785296,26.434077490232767,125.06884374325686,1250.688437432569,0.7140653543896601,0.23100642720032574,paraxial
48-278,LA4005,0.058565096317886034,27.0,217.68,438.53,438.53,1.3247970636282609,24.684436262159412,125.10521682563096,145.85606032004074,0.6220505103663212,0.26491463677703514,paraxial
LA4327,LA4936,0.05854477472511926,27.0,67.05,130.65,130.65,0.20202209379726876,25.492894873051807,62.743567095279374,25.097426838111748,0.6632340453779589,0.24837854046313573,paraxial
LA4007,LA4042,0.05853711630807283,67.0,194.0,294.0,294.0,1.7941100958951637,20.815074296022324,208.4177620034497,50.01298826435312,0.4421072298508152,0.3725601931505741,paraxial
LA4013,LA4027,0.058534955057905194,37.0,338.9,1072.55,1072.55,2.710105330871038,15.327651921438191,500.3117480554016,375.18834468858364,0.23972145784831436,0.6870702151817196,paraxial
49-962,LA4005,0.05853411177521159,57.0,104.75,391.225,391.225,1.0869289438025775,26.925266940673,41.68355240068995,145.85606032004074,0.739723524100972,0.2226549453074131,paraxial
19-522,22-840,0.05849870819447639,27.0,109.5,124.5,124.5,2.1234314823688862,2.7871114374250068,27.537282378951765,5.119114862415079,0.35143899414655705,0.46837000178706667,paraxial
19-522,23-811,0.05849870819447639,27.0,109.5,124.5,124.5,2.1234314823688862,2.7871114374250068,27.537282378951765,5.119114862415079,0.35143899414655705,0.46837000178706667,paraxial
19-522,72-492,0.05849870819447639,27.0,109.5,124.5,124.5,2.1234314823688862,2.7871114374250068,27.537282378951765,5.119114862415079,0.35143899414655705,0.46837000178706667,paraxial
19-522,72-512,0.05849870819447639,27.0,109.5,124.5,124.5,2.1234314823688862,2.7871114374250068,27.537282378951765,5.119114862415079,0.35143899414655705,0.46837000178706667,paraxial
21-202,22-840,0.05849870819447639,27.0,109.5,124.5,124.5,2.1234314823688862,2.7871114374250068,27.537282378951765,5.119114862415079,0.35143899414655705,0.46837000178706667,paraxial
21-202,23-811,0.05849870819447639,27.0,109.5,124.5,124.5,2.1234314823688862,2.7871114374250068,27.537282378951765,5.119114862415079,0.35143899414655705,0.46837000178706667,paraxial
21-202,72-492,0.05849870819447639,27.0,109.5,124.5,124.5,2.1234314823688862,2.7871114374250068,27.537282378951765,5.119114862415079,0.35143899414655705,0.46837000178706667,paraxial
21-202,72-512,0.05849870819447639,27.0,109.5,124.5,124.5,2.1234314823688862,2.7871114374250068,27.537282378951765,5.119114862415079,0.35143899414655705,0.46837000178706667,paraxial
72-490,72-492,0.05849870819447639,27.0,109.5,124.5,124.5,2.1234314823688862,2.7871114374250068,27.537282378951765,5.119114862415079,0.35143899414655705,0.46837000178706667,paraxial
72-490,72-512,0.05849870819447639,27.0,109.5,124.5,124.5,2.1234314823688862,2.7871114374250068,27.537282378951765,5.119114862415079,0.35143899414655705,0.46837000178706667,paraxial
72-510,72-512,0.05849870819447639,27.0,109.5,124.5,124.5,2.1234314823688862,2.7871114374250068,27.537282378951765,5.119114862415079,0.35143899414655705,0.46837000178706667,paraxial
36-687,LA4004,0.058443153180593836,37.0,59.5,305.1875,305.1875,0.7985323294182176,29.659632119246115,30.02597949979891,124.9415379549476,0.8962012008828583,0.18349357446743966,paraxial
67-224,LA4043,0.058421970883080356,57.0,228.5,433.825,433.825,0.3767124261182997,30.71414425201462,83.38529134256693,104.20888100172485,0.9607124203348812,0.1711100591914432,paraxial
LA4015,LA4032,0.05839087096127311,67.0,493.9,3621.0,3621.0,1.6673690204195795,21.81042986029804,703.2735477027401,2084.5413508582383,0.48418771451459497,0.3393313075102937,paraxial
LA4016,LA4716,0.0583467009516304,37.0,913.8,1856.75,1856.75,1.662783733621177,21.85485502411286,833.8529134256694,627.617536364664,0.48579442567902825,0.3379531672930822,paraxial
36-689,89-414,0.05831414991588695,27.0,105.5,147.625,147.625,0.5352586697903906,31.32843501605936,29.189398605195183,20.841776200344974,0.9976810250943602,0.16446556432540696,paraxial
84-277,LA4036,0.05830813194692443,27.0,62.5,69.25,69.25,2.9813785372418646,8.290988739194036,20.841776200344974,5.092231532370499,0.20309854093894275,0.8078208671915392,paraxial
67-224,LA4032,0.0582872460481836,27.0,123.5,3250.6000000000004,3250.6000000000004,0.24967138281743273,27.80867921358719,83.38529134256693,2084.5413508582383,0.7857323299817751,0.20873326008340026,paraxial
48-273,LA4025,0.05826802057523747,47.0,73.25,725.65,725.65,0.8168793482001501,29.542829599292382,31.680954747819328,333.5411653702677,0.8864919701053581,0.184947387842484,paraxial
70-890,LA4029,0.0582398504019732,67.0,288.125,1671.575,1671.575,0.28785116104112585,29.081523204878053,104.2270675429119,708.7295100588512,0.8586079643649086,0.19086138944685316,paraxial
LA4029,LA4039,0.05820733678200549,67.0,1450.45,1463.2,1463.2,0.2840058925745126,0.46930571198073373,708.7295100588512,7.456481886685373,0.8521786455822715,0.1921939996919864,paraxial
48-282,LA4647,0.058186359620219834,27.0,529.44,573.94,573.94,1.0031997801259802,27.814595482896824,333.52297882908067,16.731617892074496,0.7847061302790307,0.2086444728245678,paraxial
49-964,LA4042,0.05814009160799704,27.0,70.0,170.0,170.0,1.3678649290375426,24.385099587709465,66.70823307405354,50.01298826435312,0.6026499724516806,0.2714584179279639,paraxial
48-279,LA4004,0.05803280224927516,27.0,248.76,438.235,438.235,1.4457622917752155,23.718584716754883,145.91061994360186,124.9415379549476,0.5691037490162055,0.28692926009719294,paraxial
48-279,LA4337,0.0580257121523808,37.0,258.76,2269.46,2269.46,0.28855342884705926,29.1546985993486,145.91061994360186,836.7627600155953,0.8597614207903228,0.18990450557921862,paraxial
36-685,LA4236,0.05776348586341249,27.0,71.5,325.70000000000005,325.70000000000005,1.1704177975891792,26.30055401245703,70.0363701112814,104.57261182546561,0.6965038953998615,0.23335794256468192,paraxial
49-961,LA4102,0.05774723485665283,47.0,71.5,475.79999999999995,475.79999999999995,0.9761155403434938,28.18219698988975,33.35411653702677,167.31617892074496,0.7995051178862821,0.20323695915336448,paraxial
48-670,LA4102,0.05771456186885371,67.0,191.5,595.8,595.8,1.1942885493759166,26.08410008627891,50.03117480554016,167.31617892074496,0.6845063498025189,0.23724696473983303,paraxial
84-286,LA4006,0.05770466851672906,37.0,342.0,594.0,594.0,0.18804523894700664,24.825112600282914,125.06884374325686,166.77058268513386,0.6199173148914118,0.2619207627406546,paraxial
22-841,LA4194,0.05769076344235623,27.0,46.3125,73.4375,73.4375,2.8983395182803413,7.343411017091262,8.636085455572834,16.731617892074496,0.21351982557531066,0.7602576925130682,paraxial
23-812,LA4194,0.05769076344235623,27.0,46.3125,73.4375,73.4375,2.8983395182803413,7.343411017091262,8.636085455572834,16.731617892074496,0.21351982557531066,0.7602576925130682,paraxial
